From.Grade,To.Grade,Is.Non.Annual.,Days,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Cancelled.Pax,Total.Discount.Pax,CRM.Segment,Parent.Meeting.Flag,Total.School.Enrollment,EZ.Pay.Take.Up.Rate,School.Sponsor,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,Retained.in.2012.
8,8,0,6,644,108,20,0.378,33,27,10,1,1000,0.14,1,286,313,644,1,243,243,0.286,0.913738019,27,1
5,5,0,6,2206,38,2,0.655,3,4,5,1,723,0.172,1,58,62,2206,1,242,242,0.0802213,0.935483871,4,1
8,8,0,6,2152,13,1,0.52,1,2,5,1,310,0.16,0,25,27,2152,1,242,242,0.080645161,0.925925926,2,1
8,8,0,6,1999,19,1,0.679,0,4,10,1,275,0.071,0,28,32,1999,1,242,242,0.101818182,0.875,4,1
4,4,0,3,787,34,7,0.472,8,2,5,1,500,0.264,1,72,74,787,1,230,230,0.144,0.972972973,2,1
8,8,0,4,807,27,2,0.25,2,7,5,1,620,0.269,0,108,115,807,1,190,190,0.174193548,0.939130435,7,1
8,8,0,4,1299,16,1,0.615,1,2,5,1,538,0.231,0,26,28,1299,2,350,245,0.048327138,0.928571429,2,1
8,8,0,4,799,83,7,0.407,18,47,5,1,655,0.181,0,204,251,799,1,217,217,0.311450382,0.812749004,47,1
6,6,0,4,792,27,3,0.643,4,2,4,1,409,0.095,0,42,44,792,1,230,230,0.102689487,0.954545455,2,0
8,8,0,4,759,47,2,0.61,2,7,10,1,500,0.247,1,77,84,759,1,251,251,0.154,0.916666667,7,1
4,4,0,4,958,22,8,0.579,8,3,5,1,365,0.132,1,38,41,958,1,224,224,0.104109589,0.926829268,3,1
8,8,1,4,1111,11,0,0.458,1,1,2,1,200,0.167,1,24,25,1111,2,259,253,0.12,0.96,1,0
8,8,0,5,949,7,3,0.333,5,2,10,1,635,0.286,0,21,23,949,2,363,258,0.033070866,0.913043478,2,0
4,4,0,2,612,28,0,0.549,0,2,4,1,280,0.02,1,51,53,612,1,191,191,0.182142857,0.962264151,2,1
6,6,0,3,646,10,4,0.286,5,4,10,1,1000,0.343,0,35,39,646,1,268,268,0.035,0.897435897,4,0
8,8,0,4,668,10,0,0.213,4,4,2,1,450,0.021,0,47,51,668,1,237,237,0.104444444,0.921568627,4,1
8,8,0,5,459,48,11,0.774,16,4,10,1,700,0.258,0,62,66,459,1,239,239,0.088571429,0.939393939,4,1
5,6,1,6,1001,26,9,0.788,9,3,10,1,775,0.242,0,33,36,1001,2,440,230,0.042580645,0.916666667,3,0
4,4,0,1,349,25,7,0.198,5,3,4,1,603,0.175,1,126,129,349,1,225,225,0.208955224,0.976744186,3,1
4,4,0,1,429,0,0,0,0,5,5,1,420,0,1,46,51,429,1,247,247,0.10952381,0.901960784,5,1
4,4,0,2,635,6,0,0.353,0,1,5,1,470,0.118,1,17,18,635,1,252,252,0.036170213,0.944444444,1,1
5,5,0,2,599,2,0,0.125,1,2,5,1,300,0,1,16,18,599,1,231,231,0.053333333,0.888888889,2,1
4,4,0,2,622,15,0,0.6,0,1,11,1,165,0.48,1,25,26,622,1,240,240,0.151515152,0.961538462,1,1
4,5,1,2,589,3,0,0.167,3,2,11,1,165,0,1,18,20,589,2,234,219,0.109090909,0.9,2,0
4,4,0,2,555,8,1,0.348,1,1,5,1,465,0.087,1,23,24,555,2,366,240,0.049462366,0.958333333,1,1
5,8,1,2,595,19,3,0.576,3,2,1,1,92,0.212,1,33,35,595,1,336,336,0.358695652,0.942857143,2,0
4,4,0,2,732,32,1,0.451,2,3,5,1,650,0.155,1,71,74,732,1,231,231,0.109230769,0.959459459,3,1
7,8,1,3,1334,19,6,0.543,9,4,10,1,983,0.229,0,35,39,1334,1,219,219,0.03560529,0.897435897,4,0
8,8,0,4,750,34,6,0.34,12,10,10,1,628,0.32,0,100,110,750,1,233,233,0.159235669,0.909090909,10,1
8,8,0,3,747,59,3,0.447,3,9,5,1,589,0.311,0,132,141,747,1,231,231,0.224108659,0.936170213,9,1
8,8,0,8,2599,81,5,0.491,6,10,5,1,460,0.303,1,165,175,2599,1,218,218,0.358695652,0.942857143,10,1
8,8,0,3,864,23,6,0.397,5,5,10,1,723,0.138,0,58,63,864,1,228,228,0.0802213,0.920634921,5,1
8,8,0,4,1798,24,13,0.632,20,4,10,1,1066,0.184,0,38,42,1798,2,374,255,0.03564728,0.904761905,4,1
8,8,0,5,660,31,17,0.369,29,6,10,1,800,0.071,1,84,90,660,1,234,234,0.105,0.933333333,6,1
4,4,0,1,398,16,3,0.327,6,4,5,1,350,0.225,0,49,53,398,1,226,226,0.14,0.924528302,4,1
4,4,0,1,392,30,3,0.588,6,1,5,1,540,0.255,0,51,52,392,1,240,240,0.094444444,0.980769231,1,1
4,4,0,1,398,14,4,0.539,9,1,11,1,172,0.269,0,26,27,398,1,248,248,0.151162791,0.962962963,1,1
7,8,1,3,1090,86,10,0.827,8,8,5,1,520,0.289,0,104,112,1090,1,234,234,0.2,0.928571429,8,0
8,8,0,6,1999,31,7,0.544,5,6,5,1,403,0.298,1,57,63,1999,1,241,241,0.141439206,0.904761905,6,1
8,8,0,6,2256,2,1,0.5,3,1,5,1,220,0.25,0,4,5,2256,1,228,228,0.018181818,0.8,1,1
7,8,1,6,2232,2,4,0.286,5,1,10,1,120,0.143,1,7,8,2232,2,569,254,0.058333333,0.875,1,0
8,8,0,4,1599,38,6,0.826,5,5,10,1,200,0.109,0,46,51,1599,1,230,230,0.23,0.901960784,5,1
8,8,0,4,816,34,3,0.276,7,16,10,1,500,0.211,0,123,139,816,1,244,244,0.246,0.884892086,16,1
8,8,0,5,2244,9,3,0.409,6,3,10,1,150,0.091,0,22,25,2244,1,269,269,0.146666667,0.88,3,1
6,8,0,5,2094,6,2,0.75,3,1,10,1,222,0,0,8,9,2094,2,370,237,0.036036036,0.888888889,1,1
8,8,0,5,998,21,1,0.5,2,4,10,1,642,0.214,0,42,46,998,1,222,222,0.065420561,0.913043478,4,1
7,8,0,6,2049,20,4,0.714,9,2,5,1,3600,0.143,0,28,30,2049,1,229,229,0.007777778,0.933333333,2,1
8,8,0,6,2348,40,7,0.8,7,8,5,1,1036,0.5,0,50,58,2348,1,234,234,0.048262548,0.862068966,8,1
8,8,0,5,2015,29,0,0.707,0,4,5,1,360,0.342,0,41,45,2015,1,248,248,0.113888889,0.911111111,4,1
8,8,0,6,1894,16,0,0.471,1,2,5,1,286,0.177,1,34,36,1894,1,262,262,0.118881119,0.944444444,2,1
8,8,0,3,1269,14,1,0.583,1,1,10,1,205,0.292,0,24,25,1269,2,390,270,0.117073171,0.96,1,1
8,8,0,4,935,83,10,0.497,15,15,10,1,930,0.216,1,167,182,935,1,235,235,0.179569892,0.917582418,15,1
8,8,0,4,1527,35,8,0.5,7,7,2,1,903,0.243,0,70,77,1527,1,270,270,0.07751938,0.909090909,7,1
8,8,0,4,1385,43,1,0.467,3,6,5,1,650,0.304,1,92,98,1385,1,243,243,0.141538462,0.93877551,6,1
6,8,1,5,1372,16,9,0.444,8,2,1,1,86,0.167,0,36,38,1372,1,263,263,0.418604651,0.947368421,2,0
8,8,0,5,817,19,5,0.235,11,8,10,1,577,0.099,0,81,89,817,1,235,235,0.140381282,0.91011236,8,0
7,8,0,4,1647,32,3,0.696,3,4,5,1,733,0.37,0,46,50,1647,1,250,250,0.062755798,0.92,4,1
8,8,0,5,1602,31,1,0.554,4,6,10,1,635,0.143,0,56,62,1602,1,255,255,0.088188976,0.903225806,6,1
7,8,0,5,1998,14,2,0.824,2,2,5,1,350,0.235,0,17,19,1998,1,249,249,0.048571429,0.894736842,2,1
8,8,0,5,1583,16,0,0.41,0,4,10,1,363,0.308,0,39,43,1583,2,431,231,0.107438017,0.906976744,4,1
8,8,0,5,2099,1,0,0.143,0,1,1,1,109,0,0,7,8,2099,1,251,251,0.064220183,0.875,1,1
7,8,0,6,906,7,6,0.35,7,1,1,1,125,0.5,0,20,21,906,2,369,243,0.16,0.952380952,1,0
4,4,1,2,643,0,0,0,1,2,5,1,233,0,1,31,33,643,1,180,180,0.13304721,0.939393939,2,0
8,8,0,4,1471,4,1,0.667,5,1,1,1,1132,0.167,0,6,7,1471,1,258,258,0.005300353,0.857142857,1,1
8,8,0,4,1265,6,2,0.546,2,1,1,1,145,0.273,0,11,12,1265,1,259,259,0.075862069,0.916666667,1,1
8,8,0,3,1095,0,0,0,4,3,10,1,330,0,1,27,30,1095,1,270,270,0.081818182,0.9,3,1
8,8,0,4,1645,10,1,0.417,2,2,5,1,283,0.208,0,24,26,1645,1,251,251,0.084805654,0.923076923,2,1
8,8,0,3,614,59,13,0.546,16,9,10,1,662,0.241,0,108,117,614,2,281,250,0.163141994,0.923076923,9,1
8,8,0,5,713,23,4,0.319,4,7,10,1,700,0.25,1,72,79,713,1,245,245,0.102857143,0.911392405,7,0
9,12,1,5,734,1,0,0.059,3,2,2,1,245,0,0,17,19,734,1,434,434,0.069387755,0.894736842,2,0
8,8,0,6,869,0,0,0,9,12,10,1,790,0,0,125,137,869,1,244,244,0.158227848,0.912408759,12,1
8,8,0,10,3224,14,1,0.7,0,1,5,1,314,0.35,0,20,21,3224,2,451,245,0.063694268,0.952380952,1,1
4,4,0,2,525,0,1,0,2,1,5,1,1400,0,0,45,46,525,1,212,212,0.032142857,0.97826087,1,0
8,8,0,3,1066,29,1,0.691,0,5,5,1,653,0.238,1,42,47,1066,1,241,241,0.06431853,0.893617021,5,1
7,7,0,3,849,5,0,0.385,1,1,10,1,200,0.308,0,13,14,849,1,231,231,0.065,0.928571429,1,0
8,8,0,3,930,42,3,0.677,3,6,10,1,365,0.436,0,62,68,930,2,377,238,0.169863014,0.911764706,6,1
4,4,0,3,579,21,0,0.6,1,2,5,1,378,0.286,1,35,37,579,1,259,259,0.092592593,0.945945946,2,1
7,8,0,3,899,26,4,0.394,6,6,10,1,365,0.061,0,66,72,899,1,209,209,0.180821918,0.916666667,6,0
8,8,0,3,1219,67,6,0.691,12,7,5,1,650,0.206,1,97,104,1219,1,259,259,0.149230769,0.932692308,7,0
11,12,0,4,1717,3,1,0.333,4,1,8,1,1388,0,0,9,10,1717,1,258,258,0.00648415,0.9,1,0
8,8,0,4,785,38,3,0.551,3,8,10,1,366,0.232,0,69,77,785,1,246,246,0.18852459,0.896103896,8,1
7,8,1,4,515,33,5,0.327,10,9,10,1,260,0.089,0,101,110,515,1,250,250,0.388461538,0.918181818,9,0
8,8,0,3,488,23,2,0.605,2,1,2,1,200,0.105,0,38,39,488,2,393,260,0.19,0.974358974,1,0
7,8,0,5,814,0,0,0,3,3,10,1,500,0,0,22,25,814,1,239,239,0.044,0.88,3,1
8,8,0,5,1349,18,12,0.474,13,4,4,1,333,0.079,0,38,42,1349,1,246,246,0.114114114,0.904761905,4,1
8,8,0,3,453,55,10,0.64,10,7,10,1,864,0.163,0,86,93,453,1,190,190,0.099537037,0.924731183,7,0
8,8,0,6,889,14,2,0.333,0,3,4,1,243,0.262,0,42,45,889,1,247,247,0.172839506,0.933333333,3,1
8,8,0,6,1979,50,12,0.807,18,6,5,1,798,0.29,1,62,68,1979,1,240,240,0.077694236,0.911764706,6,1
8,8,0,10,2990,50,3,0.694,1,5,5,1,575,0.125,0,72,77,2990,2,386,247,0.125217391,0.935064935,5,1
4,4,0,2,630,6,0,0.667,2,1,4,1,70,0.111,0,9,10,630,1,234,234,0.128571429,0.9,1,1
4,4,0,2,593,4,0,0.16,1,1,5,1,855,0,1,25,26,593,2,238,127,0.029239766,0.961538462,1,1
4,4,0,2,609,6,2,0.462,4,1,11,1,170,0.154,1,13,14,609,1,211,211,0.076470588,0.928571429,1,1
8,8,0,2,298,0,0,0,14,19,5,1,1096,0,0,243,262,298,1,170,170,0.221715328,0.927480916,19,1
6,8,1,4,1643,2,1,0.053,22,4,10,1,350,0.105,0,38,42,1643,2,409,262,0.108571429,0.904761905,4,0
6,8,0,4,1539,10,3,0.556,4,4,10,1,106,0.056,0,18,22,1539,1,247,247,0.169811321,0.818181818,4,0
8,8,0,5,573,34,3,0.239,6,9,5,1,700,0.12,0,142,151,573,1,226,226,0.202857143,0.940397351,9,0
8,8,0,5,1821,8,0,0.615,1,2,1,1,725,0.231,0,13,15,1821,2,419,261,0.017931034,0.866666667,2,1
8,8,0,6,1960,42,3,0.583,6,5,5,1,541,0.236,1,72,77,1960,1,241,241,0.133086876,0.935064935,5,1
8,8,0,8,2453,31,3,0.477,3,4,5,1,430,0.185,0,65,69,2453,1,251,251,0.151162791,0.942028986,4,1
4,4,0,1,163,94,5,0.477,8,5,4,1,855,0.091,1,197,202,163,1,268,268,0.230409357,0.975247525,5,1
8,8,0,3,1335,55,2,0.764,4,5,5,1,812,0.264,0,72,77,1335,2,374,267,0.088669951,0.935064935,5,1
7,8,1,4,1449,20,3,0.769,4,3,10,1,503,0.269,0,26,29,1449,2,379,254,0.051689861,0.896551724,3,0
8,8,0,3,672,0,0,0,1,3,10,1,686,0,0,29,32,672,2,232,165,0.042274052,0.90625,3,0
8,8,0,4,1705,23,6,0.719,6,3,5,1,1494,0.406,0,32,35,1705,1,254,254,0.021419009,0.914285714,3,1
8,8,0,5,2089,29,10,0.659,10,4,5,1,800,0.273,0,44,48,2089,1,261,261,0.055,0.916666667,4,1
4,4,0,1,383,6,0,0.3,0,1,4,1,749,0.1,0,20,21,383,1,242,242,0.02670227,0.952380952,1,1
4,4,0,1,399,22,2,0.468,4,2,4,1,826,0.064,1,47,49,399,1,233,233,0.056900726,0.959183673,2,1
4,4,0,1,383,12,2,0.6,4,1,4,1,450,0.05,0,20,21,383,1,214,214,0.044444444,0.952380952,1,0
4,5,1,2,599,21,0,0.656,1,1,4,1,722,0.188,0,32,33,599,2,374,234,0.04432133,0.96969697,1,0
4,4,0,2,583,5,4,0.385,8,1,4,1,723,0.385,0,13,14,583,1,248,248,0.017980636,0.928571429,1,0
4,4,0,2,578,20,1,0.69,3,2,4,1,800,0.172,0,29,31,578,2,241,228,0.03625,0.935483871,2,1
8,8,0,3,1318,25,3,0.807,3,3,10,1,1027,0.484,0,31,34,1318,2,401,240,0.030185005,0.911764706,3,1
7,7,0,3,1274,21,1,0.656,5,5,10,1,847,0.219,0,32,37,1274,1,227,227,0.037780401,0.864864865,5,1
8,8,0,4,1599,20,1,0.571,2,5,5,1,450,0.229,0,35,40,1599,1,250,250,0.077777778,0.875,5,1
8,8,0,7,2687,13,1,0.482,1,2,5,1,260,0.148,0,27,29,2687,1,268,268,0.103846154,0.931034483,2,1
5,5,0,7,2744,29,0,0.691,1,4,4,1,280,0.071,0,42,46,2744,1,235,235,0.15,0.913043478,4,1
8,8,0,7,2149,67,2,0.558,3,10,5,1,1200,0.175,1,120,130,2149,1,213,213,0.1,0.923076923,10,1
8,8,0,4,1851,5,2,0.714,5,1,10,1,1424,0.286,0,7,8,1851,1,270,270,0.00491573,0.875,1,1
7,7,0,5,1672,22,4,0.733,6,3,10,1,809,0.233,0,30,33,1672,2,370,262,0.037082818,0.909090909,3,1
11,11,0,6,2101,0,0,0,6,2,10,1,150,0,0,12,14,2101,1,269,269,0.08,0.857142857,2,1
8,8,0,3,1142,7,2,0.318,1,2,10,1,374,0.5,0,22,24,1142,2,369,250,0.058823529,0.916666667,2,1
8,9,1,4,1508,22,6,0.786,8,2,10,1,450,0.286,0,28,30,1508,1,265,265,0.062222222,0.933333333,2,0
8,8,0,4,1524,15,2,0.75,3,2,10,1,423,0.45,0,20,22,1524,1,257,257,0.047281324,0.909090909,2,1
7,8,1,4,1499,15,1,0.75,2,2,10,1,945,0.35,0,20,22,1499,1,249,249,0.021164021,0.909090909,2,0
8,8,0,4,1757,8,6,1,8,1,10,1,550,0.5,0,8,9,1757,1,222,222,0.014545455,0.888888889,1,1
8,8,0,5,2032,2,2,0.667,3,1,4,1,557,0.667,1,3,4,2032,2,250,243,0.005385996,0.75,1,1
8,8,0,4,1720,55,4,0.833,3,4,5,1,1026,0.258,0,66,70,1720,1,234,234,0.064327485,0.942857143,4,1
8,8,0,5,2054,10,0,0.345,0,4,5,1,255,0.172,0,29,33,2054,1,242,242,0.11372549,0.878787879,4,1
8,9,0,5,1749,8,2,1,6,2,10,1,966,0.25,0,8,10,1749,2,340,242,0.008281573,0.8,2,1
9,12,0,5,1913,16,1,0.64,2,3,7,1,111,0.08,0,25,28,1913,1,252,252,0.225225225,0.892857143,3,0
6,6,0,5,2080,13,5,0.722,6,3,4,1,350,0.389,0,18,21,2080,1,237,237,0.051428571,0.857142857,3,1
8,8,0,5,2095,39,5,0.565,6,7,5,1,900,0.145,0,69,76,2095,1,266,266,0.076666667,0.907894737,7,1
8,8,0,4,943,9,9,0.346,9,5,10,1,603,0,0,26,31,943,1,116,116,0.043117745,0.838709677,5,1
7,8,1,3,1326,9,1,0.6,2,1,10,1,325,0.2,0,15,16,1326,1,266,266,0.046153846,0.9375,1,0
4,4,0,3,566,36,4,0.632,6,4,4,1,264,0.105,1,57,61,566,1,221,221,0.215909091,0.93442623,4,1
8,8,0,3,1204,20,4,0.556,11,2,10,1,886,0.194,0,36,38,1204,1,189,189,0.040632054,0.947368421,2,1
8,8,0,3,575,32,1,0.395,5,5,10,1,315,0.198,0,81,86,575,1,280,280,0.257142857,0.941860465,5,1
8,8,0,4,1609,27,3,0.628,4,3,10,1,220,0.349,0,43,46,1609,1,271,271,0.195454545,0.934782609,3,1
8,8,0,4,732,72,6,0.453,9,16,5,1,519,0.359,0,159,175,732,2,362,250,0.306358382,0.908571429,16,1
8,9,0,4,1589,17,0,0.773,1,2,10,1,155,0.273,0,22,24,1589,1,222,222,0.141935484,0.916666667,2,0
8,8,0,4,768,47,1,0.603,2,6,2,1,471,0.256,0,78,84,768,1,266,266,0.165605096,0.928571429,6,1
8,8,0,4,757,52,7,0.712,11,4,10,1,600,0.438,0,73,77,757,1,236,236,0.121666667,0.948051948,4,1
9,12,1,4,1479,18,2,0.947,4,1,10,1,189,0.158,0,19,20,1479,1,218,218,0.100529101,0.95,1,1
8,8,0,5,1958,24,5,0.667,7,5,10,1,592,0.222,0,36,41,1958,1,266,266,0.060810811,0.87804878,5,1
8,8,0,5,2312,8,0,0.5,5,2,10,1,386,0.063,0,16,18,2312,1,229,229,0.041450777,0.888888889,2,1
5,5,0,5,2174,3,2,1,4,1,10,1,732,0,0,3,4,2174,1,258,258,0.004098361,0.75,1,0
8,8,0,6,790,43,7,0.662,7,4,10,1,728,0.169,0,65,69,790,1,236,236,0.089285714,0.942028986,4,1
8,8,0,6,2374,12,2,0.4,6,6,5,1,1174,0.367,0,30,36,2374,1,265,265,0.025553663,0.833333333,6,1
8,8,0,10,2989,30,2,0.6,3,7,5,1,400,0.2,0,50,57,2989,2,393,245,0.125,0.877192982,7,1
4,5,0,2,587,7,2,0.7,3,1,4,1,693,0.3,0,10,11,587,2,225,215,0.014430014,0.909090909,1,0
8,8,0,3,1274,8,2,0.364,2,3,10,1,615,0.182,0,22,25,1274,1,233,233,0.035772358,0.88,3,1
8,8,0,3,998,20,1,0.588,3,7,10,1,586,0.177,0,34,41,998,1,175,175,0.058020478,0.829268293,7,1
8,8,0,5,1750,54,4,0.568,7,7,10,1,594,0.526,0,95,102,1750,1,253,253,0.15993266,0.931372549,7,1
8,8,0,5,763,35,5,0.66,8,3,10,1,441,0.151,1,53,56,763,1,244,244,0.120181406,0.946428571,3,1
8,8,0,3,475,23,2,0.307,7,10,10,1,797,0.2,0,75,85,475,1,188,188,0.094102886,0.882352941,10,0
7,9,1,5,896,15,0,0.6,5,2,10,1,220,0.28,0,25,27,896,2,372,265,0.113636364,0.925925926,2,0
7,8,0,3,419,21,8,0.512,8,3,10,1,400,0.049,0,41,44,419,2,365,268,0.1025,0.931818182,3,1
8,8,0,4,1318,0,0,0,10,9,5,1,627,0,0,83,92,1318,1,253,253,0.132376396,0.902173913,9,1
10,12,0,5,1926,0,0,0,6,2,10,1,115,0,0,14,16,1926,2,604,258,0.12173913,0.875,2,0
8,8,0,5,1967,34,6,0.642,14,7,10,1,1700,0.302,0,53,60,1967,1,455,455,0.031176471,0.883333333,7,1
4,4,0,1,396,0,0,0,1,2,5,1,320,0,1,34,36,396,1,252,252,0.10625,0.944444444,2,1
4,4,0,2,614,14,4,0.359,5,1,4,1,272,0.231,1,39,40,614,1,253,253,0.143382353,0.975,1,1
6,7,0,3,369,13,1,0.277,2,4,2,1,413,0.043,0,47,51,369,1,195,195,0.113801453,0.921568627,4,1
10,11,0,4,1976,1,3,0.2,3,1,8,1,1558,0,0,5,6,1976,1,254,254,0.003209243,0.833333333,1,0
8,8,0,3,1427,13,6,0.65,10,4,10,1,594,0.1,0,20,24,1427,2,273,259,0.033670034,0.833333333,4,0
8,8,0,5,438,37,14,0.673,19,4,2,1,863,0.255,0,55,59,438,2,436,252,0.06373117,0.93220339,4,1
8,8,0,5,439,62,8,0.738,8,6,10,1,790,0.179,0,84,90,439,1,261,261,0.106329114,0.933333333,6,1
8,8,0,5,694,57,7,0.588,9,7,10,1,942,0.268,0,97,104,694,1,14,14,0.102972399,0.932692308,7,1
8,8,0,3,419,43,8,0.512,12,9,10,1,330,0.095,0,84,93,419,1,232,232,0.254545455,0.903225806,9,1
8,8,0,5,2093,31,3,0.775,4,6,5,1,1149,0.475,0,40,46,2093,2,406,254,0.034812881,0.869565217,6,1
8,8,0,5,2087,7,2,0.583,2,1,5,1,1072,0.167,1,12,13,2087,1,253,253,0.01119403,0.923076923,1,1
7,8,0,5,825,35,2,0.467,8,10,5,1,642,0.227,0,75,85,825,1,224,224,0.11682243,0.882352941,10,1
8,8,0,8,3628,13,2,0.591,5,3,5,1,280,0.091,0,22,25,3628,1,260,260,0.078571429,0.88,3,0
8,8,0,4,1495,9,3,0.6,6,1,10,1,1168,0.267,0,15,16,1495,2,456,262,0.012842466,0.9375,1,0
8,8,0,4,772,48,6,0.696,7,6,5,1,550,0.261,0,69,75,772,1,248,248,0.125454545,0.92,6,1
8,8,0,4,1617,17,2,0.5,3,2,10,1,547,0.412,0,34,36,1617,2,248,199,0.062157221,0.944444444,2,1
8,9,0,4,1440,8,1,0.571,2,1,4,1,650,0.214,0,14,15,1440,2,283,268,0.021538462,0.933333333,1,1
8,8,0,5,769,22,2,0.667,5,7,10,1,487,0.152,0,33,40,769,1,218,218,0.067761807,0.825,7,1
7,9,0,5,699,12,0,0.375,2,2,10,1,220,0.219,0,32,34,699,1,239,239,0.145454545,0.941176471,2,0
8,8,0,3,1333,4,1,0.8,2,1,5,1,879,0.2,0,5,6,1333,2,254,234,0.005688282,0.833333333,1,1
8,8,0,3,1433,9,4,0.281,5,3,10,1,372,0.281,0,32,35,1433,2,376,262,0.086021505,0.914285714,3,1
8,8,1,3,1244,11,0,0.688,0,1,10,1,301,0.25,0,16,17,1244,2,382,254,0.053156146,0.941176471,1,1
8,8,0,3,999,17,3,0.586,4,3,10,1,416,0.138,0,29,32,999,1,243,243,0.069711538,0.90625,3,1
8,12,0,3,1924,3,3,0.333,3,3,9,1,269,0,0,9,12,1924,2,394,275,0.033457249,0.75,3,0
8,8,0,3,1229,7,0,0.875,0,1,10,1,450,0.125,0,8,9,1229,1,200,200,0.017777778,0.888888889,1,0
8,8,0,3,1286,4,1,0.667,3,1,1,1,553,0,0,6,7,1286,1,235,235,0.01084991,0.857142857,1,1
7,8,0,3,1289,13,1,0.684,7,2,10,1,1000,0.368,0,19,21,1289,1,261,261,0.019,0.904761905,2,1
6,8,0,4,1617,12,1,0.632,4,2,5,1,170,0.526,0,19,21,1617,2,411,248,0.111764706,0.904761905,2,0
6,8,0,4,1559,32,2,0.727,8,5,10,1,146,0.364,0,44,49,1559,1,254,254,0.301369863,0.897959184,5,1
10,12,0,4,2499,7,1,0.778,3,1,8,1,977,0.111,0,9,10,2499,1,213,213,0.009211873,0.9,1,0
8,9,0,5,1701,4,5,0.444,7,1,10,1,756,0.444,0,9,10,1701,2,438,240,0.011904762,0.9,1,0
7,8,0,5,1548,59,8,0.738,7,8,10,1,971,0.275,0,80,88,1548,1,275,275,0.082389289,0.909090909,8,1
6,8,0,5,1959,26,14,0.765,13,3,10,1,609,0.206,0,34,37,1959,1,248,248,0.055829228,0.918918919,3,1
12,12,0,5,2550,0,0,0,0,1,8,1,320,0,0,10,11,2550,1,82,82,0.03125,0.909090909,1,0
8,8,0,6,1898,28,13,0.683,13,7,9,1,1000,0.415,0,41,48,1898,2,389,270,0.041,0.854166667,7,1
7,8,0,5,1799,17,12,0.81,15,4,5,1,1011,0.476,0,21,25,1799,1,221,221,0.020771513,0.84,4,0
8,8,0,7,2225,51,2,0.654,1,6,5,1,660,0.205,0,78,84,2225,2,345,268,0.118181818,0.928571429,6,1
8,8,0,4,1664,20,3,0.909,3,3,10,1,363,0.409,0,22,25,1664,1,250,250,0.060606061,0.88,3,1
7,8,1,4,1618,14,3,0.667,4,3,10,1,921,0.333,0,21,24,1618,2,376,213,0.022801303,0.875,3,0
8,8,0,4,1440,18,2,0.857,7,3,10,1,320,0.143,0,21,24,1440,1,262,262,0.065625,0.875,3,1
7,8,1,4,1561,19,1,0.864,8,3,10,1,850,0.227,0,22,25,1561,2,367,257,0.025882353,0.88,3,1
8,8,0,4,1634,8,1,0.667,2,1,10,1,365,0.167,0,12,13,1634,1,258,258,0.032876712,0.923076923,1,0
8,8,0,5,853,28,4,0.56,6,3,10,1,775,0.14,0,50,53,853,1,257,257,0.064516129,0.943396226,3,1
8,9,1,5,889,24,9,0.727,9,3,5,1,500,0.152,0,33,36,889,1,278,278,0.066,0.916666667,3,0
8,9,0,5,1983,11,0,0.55,0,2,10,1,206,0.15,0,20,22,1983,2,410,249,0.097087379,0.909090909,2,0
6,7,0,5,1999,8,3,0.667,5,1,5,1,265,0.333,0,12,13,1999,2,347,227,0.045283019,0.923076923,1,0
6,8,1,5,1558,6,1,0.194,1,2,1,1,215,0.226,0,31,33,1558,1,277,277,0.144186047,0.939393939,2,0
8,8,0,5,1999,14,0,0.636,1,2,10,1,163,0.227,0,22,24,1999,1,235,235,0.134969325,0.916666667,2,1
7,8,0,6,2509,32,2,0.744,4,6,5,1,710,0.163,0,43,49,2509,1,263,263,0.06056338,0.87755102,6,1
7,8,1,5,2426,19,0,0.826,0,2,5,1,315,0.13,0,23,25,2426,1,272,272,0.073015873,0.92,2,0
9,12,0,5,1849,16,7,0.5,14,5,5,1,330,0.031,0,32,37,1849,2,254,251,0.096969697,0.864864865,5,1
7,8,0,6,2391,8,1,0.571,1,1,1,1,110,0.143,0,14,15,2391,2,184,182,0.127272727,0.933333333,1,0
7,8,0,7,2492,13,6,0.722,7,2,6,1,765,0.278,0,18,20,2492,1,243,243,0.023529412,0.9,2,0
9,12,0,7,2509,0,2,0,3,2,7,1,380,0.5,0,4,6,2509,2,383,255,0.010526316,0.666666667,2,0
9,12,0,7,2609,7,1,0.7,1,2,7,1,106,0.1,0,10,12,2609,2,248,235,0.094339623,0.833333333,2,1
6,8,0,3,1199,7,0,0.5,1,2,10,1,885,0.286,0,14,16,1199,1,229,229,0.015819209,0.875,2,1
8,8,0,4,1405,27,5,0.794,5,2,10,1,150,0.412,0,34,36,1405,1,273,273,0.226666667,0.944444444,2,1
8,9,1,4,1711,9,4,0.643,4,1,10,1,655,0.357,0,14,15,1711,2,399,265,0.021374046,0.933333333,1,1
5,5,0,4,1520,17,3,0.654,5,1,4,1,690,0.385,0,26,27,1520,2,385,249,0.037681159,0.962962963,1,1
8,9,0,4,1215,46,2,0.622,7,6,10,1,558,0.257,0,74,80,1215,1,244,244,0.132616487,0.925,6,0
